32296,Ketchikan,AK,Ketchikan,"Ketchikan Gateway, Ketchikan",Ketchikan Gateway,5151,198100,198100,197900,197000,196000,195900,196400,196600,196600,196600,196700,196600,195700,195200,195900,201000,206700,208200,206500,206400
395445,Lakes,AK,Anchorage,"Matanuska Susitna, Anchorage",Matanuska Susitna,5923,239500,239900,240100,240400,239900,239800,241200,243000,244000,244200,243900,245400,248500,250800,251000,250200,250000,250600,250700,250400
21909,Homer,AK,N/A,"Kenai Peninsula, N/A",Kenai Peninsula,6858,232400,233400,234700,237000,238600,238700,238800,238800,239200,239800,240200,241500,243300,243400,242800,244100,245500,245900,247000,248200
54367,Seward,AK,N/A,"Kenai Peninsula, N/A",Kenai Peninsula,9565,187000,187000,186400,185400,185400,185800,186700,187000,185600,185900,190900,196200,199200,202900,208700,213400,215100,215500,215900,214000
28124,Anchor Point,AK,N/A,"Kenai Peninsula, N/A",Kenai Peninsula,10082,154500,154000,154300,154100,154100,154100,154200,154000,153700,153800,154700,155800,156300,156200,157900,161200,162300,161100,161000,161400
32900,Mobile,AL,Mobile,"Mobile, Mobile",Mobile,70,100800,100600,100700,100800,101000,101200,100900,101000,101600,102000,102000,102200,102500,103200,104200,104800,105100,105700,106300,106600
10417,Birmingham,AL,Birmingham,"Jefferson, Birmingham",Jefferson,121,59400,59700,60600,61400,62100,62400,62400,62500,63100,63500,63200,62600,62400,62000,61700,61600,61700,61600,61300,61200
12014,Huntsville,AL,Huntsville,"Madison, Huntsville",Madison,155,133400,133600,133900,134000,133900,133700,133700,133400,133200,133500,134000,134300,135000,135900,136400,136900,137300,137500,137700,138100
14208,Tuscaloosa,AL,Tuscaloosa,"Tuscaloosa, Tuscaloosa",Tuscaloosa,288,144200,145200,145600,145300,144700,144100,143800,144100,144900,145300,145300,144400,142100,139900,138900,138500,137800,137800,138400,138900
4317,Decatur,AL,Decatur,"Morgan, Decatur",Morgan,904,82400,84600,85900,87100,87800,88500,88700,88800,88200,86600,84300,84000,84700,84600,83900,83600,83500,83200,84100,85600
25179,Hoover,AL,Birmingham,"Jefferson, Birmingham",Jefferson,1024,247600,247900,248200,248000,247800,248100,248500,248600,249200,249700,250100,250800,252200,253900,255700,257000,257900,258800,259700,260200
25704,Madison,AL,Huntsville,"Madison, Huntsville",Madison,1340,192800,192800,193400,194000,194300,194100,193600,193200,193000,192600,192100,192100,192700,193100,193000,192900,192900,193100,193300,193500
26215,Northport,AL,Tuscaloosa,"Tuscaloosa, Tuscaloosa",Tuscaloosa,1435,164400,165100,165400,165200,165400,165900,166700,167300,167800,168300,168900,168500,166600,164300,163200,163200,163100,162200,160500,158600
48463,Wetumpka,AL,Montgomery,"Elmore, Montgomery",Elmore,1514,131700,131100,130400,130600,131200,131100,130700,130600,130800,130900,131200,132500,133900,134400,135000,135800,136300,136400,136800,137200
4660,Fairhope,AL,Daphne,"Baldwin, Daphne",Baldwin,1556,230200,231400,233500,235300,237300,239400,241100,242400,243900,244900,244800,245600,246200,244900,243800,244800,246400,247600,248700,249700
8332,Albertville,AL,Albertville,"Marshall, Albertville",Marshall,1562,88300,88400,88700,89100,89500,89900,90200,90200,90300,91000,91600,91500,91400,92000,92600,92600,92400,92400,92300,92100
43839,Alabaster,AL,Birmingham,"Shelby, Birmingham",Shelby,1681,148800,148900,149000,149300,149500,149900,150300,150400,150400,151000,151800,152400,152800,153400,154200,154900,155200,155200,155600,156100
26624,Prichard,AL,Mobile,"Mobile, Mobile",Mobile,1933,44500,44700,45300,45400,45400,45500,45600,45500,45700,46100,46100,45700,45000,44400,44000,43600,43500,43600,43600,43500
41216,Theodore,AL,Mobile,"Mobile, Mobile",Mobile,1995,102500,102800,102800,102500,102800,103700,103700,103700,104400,105500,105600,105700,106100,106800,107200,107400,107700,108100,108600,108800
14948,Daphne,AL,Daphne,"Baldwin, Daphne",Baldwin,2076,162100,162300,163000,163500,164100,165100,166300,167200,167900,169000,170900,172600,172900,172100,171100,170800,170700,170400,170200,170200
45794,Homewood,AL,Birmingham,"Jefferson, Birmingham",Jefferson,2087,267800,270900,275100,279100,282000,283900,285100,286300,288400,290300,292100,294000,295500,296400,296800,296200,295800,296500,298600,300500
16997,Bessemer,AL,Birmingham,"Jefferson, Birmingham",Jefferson,2126,54700,55100,55800,56400,57200,58000,58400,58600,58900,59200,59500,59600,59600,59800,59900,59700,59900,60000,59900,59700
35744,Hartselle,AL,Decatur,"Morgan, Decatur",Morgan,2205,98700,99100,101400,103700,105800,107800,108900,109600,110200,111100,111500,109700,106400,103900,102900,102600,102500,102700,104000,105700
24739,Foley,AL,Daphne,"Baldwin, Daphne",Baldwin,2234,140900,141500,141900,142500,143900,145800,147300,147700,148300,149500,151200,152500,153100,153000,152700,152900,153100,152800,152700,153200
14382,Vestavia Hills,AL,Birmingham,"Jefferson, Birmingham",Jefferson,2254,299400,302000,304200,305100,305500,305600,305600,306000,308300,310700,312200,312800,313900,315200,316500,317000,317000,317100,318100,319100
16172,Trussville,AL,Birmingham,"Jefferson, Birmingham",Jefferson,2669,215100,216300,218400,219800,220300,220100,219700,219700,220100,219900,219300,219100,219500,220100,221200,222600,223600,224500,225400,225800
26027,Mountain Brook,AL,Birmingham,"Jefferson, Birmingham",Jefferson,2745,555100,556800,557900,559100,559500,557300,554300,551300,551600,553000,554700,557500,561800,564700,568600,574000,580900,586400,588500,588900
42732,Pelham,AL,Birmingham,"Shelby, Birmingham",Shelby,2914,169400,169900,170300,170300,170000,169500,169000,168700,168700,169100,169700,170400,171200,172100,172700,173100,173200,173600,174200,174600
11667,Grand Bay,AL,Mobile,"Mobile, Mobile",Mobile,3013,111500,111200,111300,111500,112600,114300,115100,114800,114600,115100,115400,115400,115700,116300,116500,116700,117000,117400,117500,117300
3562,Bay Minette,AL,Daphne,"Baldwin, Daphne",Baldwin,3031,110200,111100,112000,112700,114100,116100,117700,118500,119400,120600,121700,122000,121300,120300,119200,118500,118300,118200,118300,118700
53328,Millbrook,AL,Montgomery,"Elmore, Montgomery",Elmore,3054,111700,112400,112600,112700,112900,112900,112700,113100,114200,115400,115900,116200,116100,115600,115000,114900,114700,114300,114100,114300
35381,Helena,AL,Birmingham,"Shelby, Birmingham",Shelby,3065,163900,164400,164600,164700,164800,165300,165600,165300,164900,165300,165700,166000,166700,167500,168100,168700,169000,169100,169700,170200
35038,Arab,AL,Albertville,"Marshall, Albertville",Marshall,3088,111100,110000,109400,109300,109300,109700,110300,110900,111500,112100,112500,112100,111000,109800,109300,109500,110100,110700,111600,112400
19437,Montevallo,AL,Birmingham,"Shelby, Birmingham",Shelby,3340,119600,120000,120100,119900,119400,119100,119300,119400,119500,119600,119700,120200,121000,121800,122300,122600,122500,122100,121600,121400
12066,Irvington,AL,Mobile,"Mobile, Mobile",Mobile,3386,99600,99700,99200,98800,98800,98800,98100,97500,97200,97400,97900,98700,99900,101700,102900,103500,104000,104400,104200,103700
6798,Robertsdale,AL,Daphne,"Baldwin, Daphne",Baldwin,3405,127400,127800,128500,129500,131600,133800,135400,135900,136000,136600,137400,138100,138500,138300,137700,137100,136300,135100,134100,133600
57253,Guntersville,AL,Albertville,"Marshall, Albertville",Marshall,3416,137400,138600,139600,140000,140200,140600,141500,142900,144300,144600,144200,143700,143400,143200,143800,144600,145000,144600,144700,145300
11847,Hazel Green,AL,Huntsville,"Madison, Huntsville",Madison,3480,122000,122400,122600,122400,121900,121500,120900,120700,121200,121700,122100,122400,123000,123700,124000,124200,124400,124800,125600,126200
44402,Calera,AL,Birmingham,"Shelby, Birmingham",Shelby,3510,128400,128400,128300,128100,128000,128000,128300,128100,128200,128300,128500,128800,129300,129700,129900,130000,130000,129800,129600,129600
21318,Wilmer,AL,Mobile,"Mobile, Mobile",Mobile,3545,117400,117800,118200,118200,118700,119800,120700,121100,121300,121900,122300,122200,121700,121800,122300,122800,123300,123700,123900,123900
18411,Gulf Shores,AL,Daphne,"Baldwin, Daphne",Baldwin,3569,213600,215000,216700,218100,220500,223100,224300,225400,226400,227200,227100,227700,229500,230500,230900,232200,233300,233800,234600,235500
26971,Saraland,AL,Mobile,"Mobile, Mobile",Mobile,3575,107000,106700,107000,107000,107100,107900,109000,109800,110500,111300,112300,113300,114300,115500,115600,115000,114900,115800,116600,116900
56933,Harvest,AL,Huntsville,"Madison, Huntsville",Madison,3703,154900,154900,154800,155100,155500,155900,156500,156800,157000,157600,157900,157700,157500,157700,158100,158800,159300,159300,159100,158900
31697,Gardendale,AL,Birmingham,"Jefferson, Birmingham",Jefferson,3708,141500,142300,143400,144000,144100,144500,144800,145000,145400,145300,145000,144900,145200,146000,146800,147300,147600,148000,148400,148500
20417,Semmes,AL,Mobile,"Mobile, Mobile",Mobile,3866,123900,124200,124800,125700,126800,127600,127800,127900,128200,128700,129200,129300,129100,129200,129300,129300,129500,129800,129900,129900
36819,Cottondale,AL,Tuscaloosa,"Tuscaloosa, Tuscaloosa",Tuscaloosa,3883,133900,134700,134900,134900,135400,136200,136800,137300,137500,137700,138000,138000,136100,134000,133400,133900,134200,134000,133600,133500
42304,Leeds,AL,Birmingham,"Jefferson, Birmingham",Jefferson,3906,120100,120200,120500,120500,120400,120500,121200,122200,122600,122300,122700,123500,124100,124700,125300,125500,125500,125600,125900,126300
35579,Fairfield,AL,Birmingham,"Jefferson, Birmingham",Jefferson,3973,64900,64500,64600,64900,65500,66000,66400,66400,66700,66700,66700,66700,66800,66800,67200,67500,67600,67600,67100,66400
35035,Deatsville,AL,Montgomery,"Elmore, Montgomery",Elmore,4215,144300,144700,145100,145600,145800,145500,145300,145600,146000,146400,146700,147600,148200,148100,147400,147100,146900,147100,147600,148200
51616,Cullman,AL,Cullman,"Cullman, Cullman",Cullman,4280,115100,116200,117700,119400,121100,122700,124000,125400,126800,127600,127600,126900,125900,125300,124500,123500,123000,123800,125800,127900
39533,Loxley,AL,Daphne,"Baldwin, Daphne",Baldwin,4337,148300,148500,148800,150000,151900,153300,153500,152700,152000,152200,152800,153200,153600,153300,153400,153900,153800,153300,153200,153300
48822,Citronelle,AL,Mobile,"Mobile, Mobile",Mobile,4417,91000,91300,91600,91900,92400,92900,93800,94600,94900,94800,94100,93200,93000,93400,93700,93900,94000,94000,93800,93700
44519,Center Point,AL,Birmingham,"Jefferson, Birmingham",Jefferson,4544,80100,80000,80200,80300,80100,80300,81100,81100,80800,80800,80800,81100,81600,82000,82500,82800,83000,83300,83800,84200
50142,Spanish Fort,AL,Daphne,"Baldwin, Daphne",Baldwin,4695,235300,236200,237700,238700,239900,241700,243600,243900,243500,243500,243700,244200,243800,242200,240200,239300,238000,236500,235100,234200
52592,Hueytown,AL,Birmingham,"Jefferson, Birmingham",Jefferson,4715,83900,84100,85500,86500,86500,86200,86300,86000,86000,86900,88400,89600,90400,91200,92100,92600,92500,92200,92300,92400
54661,Tarrant,AL,Birmingham,"Jefferson, Birmingham",Jefferson,4959,51000,51200,51900,53400,55100,56000,56200,56000,55800,55900,55900,55400,54600,53900,53500,53100,52600,52300,52600,52800
36638,Irondale,AL,Birmingham,"Jefferson, Birmingham",Jefferson,5015,119400,120100,121200,122000,122500,123300,123900,124100,124200,124300,124200,124200,125000,125700,126100,126100,125900,125600,125100,124600
30870,Chickasaw,AL,Mobile,"Mobile, Mobile",Mobile,5026,58500,57900,57800,57700,57600,57600,57600,57400,57400,58000,58500,58400,58100,57700,57500,57200,57000,57000,56800,56400
3732,Boaz,AL,Albertville,"Marshall, Albertville",Marshall,5094,83600,83800,84500,85000,85300,85500,85700,86100,86300,86600,86700,86400,85700,85700,86500,87100,87300,87700,88300,88900
6167,New Market,AL,Huntsville,"Madison, Huntsville",Madison,5137,136100,136900,136900,137100,137600,138300,138800,139500,140100,140400,140800,141500,142200,142900,143600,143600,143500,143500,143600,143400
15976,Satsuma,AL,Mobile,"Mobile, Mobile",Mobile,5181,128800,129100,129900,130400,131300,132200,132700,133200,134100,134800,135000,134600,134200,134700,135100,134200,133200,133200,133300,132900
36927,Pleasant Grove,AL,Birmingham,"Jefferson, Birmingham",Jefferson,5194,121100,122100,122700,123100,123900,124600,125000,125200,125600,126400,127500,128800,129800,130200,129800,129000,128500,129000,129700,130200
105065,Lake Purdy,AL,Birmingham,"Shelby, Birmingham",Shelby,5295,368600,368300,368100,368500,368500,367100,364400,361300,360600,360500,360800,363500,367900,368600,367600,367500,367100,364800,362600,361600
10040,Adamsville,AL,Birmingham,"Jefferson, Birmingham",Jefferson,5345,71000,71500,72500,73000,72900,73200,73900,73900,74000,74200,73900,73500,73600,74100,74800,75200,74900,74700,74700,74700
47702,Silverhill,AL,Daphne,"Baldwin, Daphne",Baldwin,5415,151800,151900,152200,153000,154800,156500,156800,156200,156400,157000,157800,158600,159000,158700,158400,158400,157800,156800,156500,156800
57107,Ardmore,AL,Huntsville,"Madison, Huntsville",Madison,5434,142200,143300,144200,143700,142500,142800,144100,145000,144700,144600,144200,143100,142200,142500,143000,143200,143400,143100,142300,141600
43344,Fultondale,AL,Birmingham,"Jefferson, Birmingham",Jefferson,5501,117100,117800,118800,119600,120400,121200,121900,122400,122900,123000,122900,123000,123600,124200,124300,123400,122900,123000,123300,123600
17929,Eight Mile,AL,Mobile,"Mobile, Mobile",Mobile,5586,93200,93300,93000,92700,92900,93100,93300,93600,93700,93600,93200,93400,94200,94800,94900,95200,95800,96000,95800,95600
53274,Meridianville,AL,Huntsville,"Madison, Huntsville",Madison,5712,159600,160300,159900,159500,159500,160500,161800,162500,162300,162300,162200,162000,162200,162300,162200,162300,162300,161400,160700,160400
39978,New Hope,AL,Huntsville,"Madison, Huntsville",Madison,5748,108900,110300,111300,111700,111800,111800,111100,110100,109700,109900,110400,110900,111000,110900,110700,110300,110000,110000,110700,111600
34384,Union Grove,AL,Albertville,"Marshall, Albertville",Marshall,6202,117400,117900,118900,120000,120800,121800,122600,123200,123400,123500,123100,122400,121700,121800,121000,119500,118700,119000,119500,120100
21328,Wilsonville,AL,Birmingham,"Shelby, Birmingham",Shelby,6229,171600,170300,168500,167800,168200,168800,168900,168400,167500,166900,166700,167200,167400,167700,168500,169700,170800,171700,172600,173600
42454,Gurley,AL,Huntsville,"Madison, Huntsville",Madison,6270,141200,144100,145300,145300,145200,146200,147600,148900,149900,150800,151600,152300,152800,153200,153100,152100,150800,150900,152100,153400
44535,Centreville,AL,Birmingham,"Bibb, Birmingham",Bibb,6329,103000,103200,105600,107500,104900,101400,100400,100200,100000,101000,101900,102200,103300,103700,102700,101500,100400,99000,98400,98600
3842,Brookwood,AL,Tuscaloosa,"Tuscaloosa, Tuscaloosa",Tuscaloosa,6498,117200,117800,118100,118400,118600,119100,119900,120300,120000,119100,118400,118100,116600,114900,114200,113500,111900,110500,109200,108100
13286,Pike Road,AL,Montgomery,"Montgomery, Montgomery",Montgomery,6500,253200,252800,253700,255500,256900,258100,259300,260000,261000,261400,260500,258700,258500,260500,264000,267100,268700,269000,269800,271400
11692,Grayson Valley,AL,Birmingham,"Jefferson, Birmingham",Jefferson,6539,94600,94500,95000,95900,97100,98200,99000,99400,99800,100200,101000,101700,102200,103200,104700,106100,107100,107500,107500,107600
56112,Orange Beach,AL,Daphne,"Baldwin, Daphne",Baldwin,6622,333900,332500,331000,330100,333400,338400,342300,343500,343800,344700,345400,346500,347700,348000,348900,351300,350900,350300,353300,357100
20707,Summerdale,AL,Daphne,"Baldwin, Daphne",Baldwin,6664,136500,136300,136100,136400,137700,139200,140400,141100,142200,143600,145000,145600,145800,145800,146200,146400,146600,146500,146100,145800
31276,Duncanville,AL,Tuscaloosa,"Tuscaloosa, Tuscaloosa",Tuscaloosa,7006,141200,142500,142900,142300,141800,142300,142800,142900,142600,141900,141200,140700,138500,135700,134900,135300,134900,134000,133500,133200
38561,Forestdale,AL,Birmingham,"Jefferson, Birmingham",Jefferson,7134,95700,95300,95700,96300,96700,96400,96100,96600,97700,98500,99600,100300,100000,100200,101500,102400,102900,103600,104200,104600
39777,Midfield,AL,Birmingham,"Jefferson, Birmingham",Jefferson,7139,56000,56200,56600,57000,57400,58000,58500,58300,58100,58100,58100,57500,57000,56600,56700,56900,57200,57200,57300,57300
45787,Holly Pond,AL,Cullman,"Cullman, Cullman",Cullman,7278,103900,104300,105300,105900,106600,107800,108500,108400,108400,108500,108900,108500,107100,106000,105500,104800,104700,106000,107700,109100
7827,West Blocton,AL,Birmingham,"Bibb, Birmingham",Bibb,7373,82400,82800,82100,80500,78900,77300,75000,73300,72700,73000,73300,72900,72400,72300,72300,72100,71300,69700,68500,68100
52960,Lillian,AL,Daphne,"Baldwin, Daphne",Baldwin,7728,159200,159000,158500,158400,159600,160600,160500,160400,160900,161500,161800,162600,163500,163500,163000,162900,162500,161800,161700,162300
3798,Brent,AL,Birmingham,"Bibb, Birmingham",Bibb,7768,102100,102000,103200,103800,101500,100100,100600,98000,95100,95600,96000,95200,94400,94700,94200,93200,91500,89400,87900,87400
32147,Indian Springs Village,AL,Birmingham,"Shelby, Birmingham",Shelby,7769,302200,301600,300900,302200,303500,303800,305100,306500,306500,308200,311400,313100,315100,319200,322800,323700,323700,323500,322500,321800
39728,Meadowbrook,AL,Birmingham,"Shelby, Birmingham",Shelby,7777,258100,258500,258400,257900,258400,259700,260700,261000,261900,262800,263200,263800,265000,266200,267600,269400,270500,270200,269800,269600
43800,Elberta,AL,Daphne,"Baldwin, Daphne",Baldwin,7849,181400,181900,183100,184900,187300,189400,190300,190100,192300,195600,197100,198600,201000,200900,199400,199100,198300,196400,195200,195100
37574,Brighton,AL,Birmingham,"Jefferson, Birmingham",Jefferson,7866,42700,42300,42500,42800,44100,45800,46500,46100,46200,46100,45900,45300,44700,44800,45600,45500,44400,43400,43700,44300
44795,Crane Hill,AL,Cullman,"Cullman, Cullman",Cullman,7934,221700,220800,225700,233000,239100,240200,238400,238900,241800,243900,244100,240300,233600,230600,230900,229700,228700,229800,233900,238800
8211,Chunchula,AL,Mobile,"Mobile, Mobile",Mobile,7950,123500,123700,123800,124000,124500,124500,124000,123800,124100,124300,123800,123100,122800,122500,122200,122500,123400,124100,124300,124400
34534,Vance,AL,Tuscaloosa,"Tuscaloosa, Tuscaloosa",Tuscaloosa,8071,133600,133600,133300,133300,133300,133900,134800,135800,136100,136500,137400,137700,136200,133800,133000,133700,134100,133000,131600,130700
28929,Ramer,AL,Montgomery,"Montgomery, Montgomery",Montgomery,8401,90200,91300,90000,87700,87800,91500,93900,93700,92100,89100,85100,82900,81800,81700,82200,83500,84700,85700,86300,86700
38778,Graysville,AL,Birmingham,"Jefferson, Birmingham",Jefferson,8417,57300,57400,57600,58000,58500,59000,59100,59000,59100,59500,59700,59800,59600,59300,58800,58400,58100,57700,57700,58100
13434,Ranburne,AL,N/A,"Cleburne, N/A",Cleburne,8517,79200,80100,80900,81700,82900,85400,88800,92000,94700,98100,102500,107100,111200,115000,119300,124700,129200,130900,130100,129200
11812,Harpersville,AL,Birmingham,"Shelby, Birmingham",Shelby,8578,145000,143800,140700,136000,132400,131400,132000,131500,130300,129800,129800,129600,129600,130300,131500,131800,132400,135100,138300,140200
43683,Fosters,AL,Tuscaloosa,"Tuscaloosa, Tuscaloosa",Tuscaloosa,8618,148900,150200,150300,148700,147000,147600,149500,150300,151200,153800,155400,153300,148400,144300,143400,144000,143400,141500,139800,138700
23564,Axis,AL,Mobile,"Mobile, Mobile",Mobile,8800,110100,109500,109000,109100,110000,109900,109600,109900,110600,110300,109500,109000,109600,110300,110900,111700,112300,112600,112800,112700
27777,Warrior,AL,Birmingham,"Jefferson, Birmingham",Jefferson,8883,79000,79000,78900,79900,80600,80800,80400,80000,80000,79500,78800,78900,80000,81100,82200,82800,82800,83000,83400,83700
103474,Chalkville,AL,Birmingham,"Jefferson, Birmingham",Jefferson,9021,106600,106900,107400,107300,107400,108300,108900,109400,110700,111500,111300,110600,110800,111700,113000,113800,114400,115000,115600,115800
44672,Coker,AL,Tuscaloosa,"Tuscaloosa, Tuscaloosa",Tuscaloosa,9145,157400,157600,157700,157600,157300,156600,157100,156700,155400,154500,155300,155400,152800,150400,149700,149000,147200,145400,144000,143100
54049,Ralph,AL,Tuscaloosa,"Tuscaloosa, Tuscaloosa",Tuscaloosa,9234,165000,165900,167300,168400,169100,169600,171200,170800,173600,181600,189500,191000,187600,181800,179500,178800,176500,174100,169400,163300
38374,Elmore,AL,Montgomery,"Elmore, Montgomery",Elmore,9264,116100,116200,116700,117200,116900,116600,116400,116400,116900,117700,117600,117200,116900,116500,115600,115200,115600,116200,116300,116400
4043,Chancellor,AL,Enterprise,"Coffee, Enterprise",Coffee,9286,116700,114900,112600,110900,109700,108600,108200,109000,110500,111000,110000,109700,110900,113200,115800,118800,120800,121400,121500,121500
28648,Grant,AL,Albertville,"Marshall, Albertville",Marshall,9311,118700,119600,120100,120300,120100,120000,120200,120900,122500,124200,124700,125000,125000,124200,123300,123900,125300,125600,125100,124600
36079,Pinson,AL,Birmingham,"Jefferson, Birmingham",Jefferson,9488,105900,106500,107100,106900,106300,106300,106600,107500,108600,109100,108800,108700,108700,108500,108300,108200,108300,108600,109300,109800
24145,Coden,AL,Mobile,"Mobile, Mobile",Mobile,9558,78500,79400,80000,80900,81800,83000,83700,83800,82700,81300,80500,80300,80700,81200,81400,81900,82300,81900,81000,80100
5677,Logan,AL,Cullman,"Cullman, Cullman",Cullman,9561,109800,110400,113000,115200,116900,117600,117500,117900,119700,122400,124900,125500,124600,123100,120900,120000,121700,123400,123600,123900
105205,Lipscomb,AL,Birmingham,"Jefferson, Birmingham",Jefferson,9608,48700,48600,48800,49000,50000,51200,51800,51800,51700,51600,51800,51700,51400,51300,51700,52000,52000,51800,52000,52200
27065,Shelby,AL,Birmingham,"Shelby, Birmingham",Shelby,9676,155000,154500,154500,155100,155700,155400,155300,156000,156700,157300,157600,158100,158600,159200,160400,162500,164500,165000,165100,165500
42276,Hope Hull,AL,Montgomery,"Montgomery, Montgomery",Montgomery,9738,136900,138100,137700,137600,137300,136500,136100,136300,135600,133400,131700,131700,132700,133700,134700,135100,134500,134200,135200,136400
19472,Morris,AL,Birmingham,"Jefferson, Birmingham",Jefferson,9740,157000,156100,155000,155200,156600,157900,158100,157800,158000,158200,157800,157800,158200,159000,159700,160000,159400,159000,159000,159200
10284,Bayou La Batre,AL,Mobile,"Mobile, Mobile",Mobile,9802,51200,50700,50300,50200,50500,50800,50600,50100,49700,49300,48900,48600,48700,48700,48300,47800,47800,47900,47600,47200
47063,Perdido,AL,Daphne,"Baldwin, Daphne",Baldwin,9827,108900,108300,107100,107200,107900,107200,106700,107700,108500,108400,108800,109900,110500,111100,110400,108200,105700,105400,106600,108000
57092,Clay,AL,Birmingham,"Jefferson, Birmingham",Jefferson,9838,136700,138500,140200,140200,139400,139300,139600,139300,139400,140600,141700,142200,142700,143000,143400,144000,144500,145000,145600,146100
17223,Buhl,AL,Tuscaloosa,"Tuscaloosa, Tuscaloosa",Tuscaloosa,9867,141300,141800,142200,142100,141200,140300,140400,141000,141800,143800,146400,146300,142300,138900,138200,137500,135800,133400,130000,126700
21823,Kimberly,AL,Birmingham,"Jefferson, Birmingham",Jefferson,9888,156900,157000,156900,155900,155000,155400,156300,156200,156200,156500,156900,157200,157600,158400,159500,160100,160200,160400,160800,161400
44007,Baileyton,AL,Cullman,"Cullman, Cullman",Cullman,9915,93900,94600,95300,95500,95500,96000,96500,96900,97100,97100,97200,97400,97200,96600,96500,97500,99100,100100,101300,103100
37993,Concord,AL,Birmingham,"Jefferson, Birmingham",Jefferson,9949,94500,95900,98200,101000,103700,105700,106200,106000,107000,109100,111000,112300,112800,112400,111800,111500,111700,112600,113600,114100
41048,Stapleton,AL,Daphne,"Baldwin, Daphne",Baldwin,9961,152400,152200,152400,153300,155100,156900,157000,156400,156600,157900,158900,159500,160100,160700,160800,160900,160600,160100,160100,160100
33937,Seminole,AL,Daphne,"Baldwin, Daphne",Baldwin,10000,170500,171300,171500,172000,173200,173800,173500,171600,171200,172700,174300,174300,174500,174500,175000,176200,177300,177900,179000,180200
37845,Chelsea,AL,Birmingham,"Shelby, Birmingham",Shelby,10036,201300,202300,203400,204500,205700,206700,207200,207300,207500,207700,208000,208600,209100,209000,209500,210500,211500,212200,213500,214900
43097,Sylvan Springs,AL,Birmingham,"Jefferson, Birmingham",Jefferson,10037,125100,124800,124700,124700,124600,124500,124700,125500,126600,127600,128800,129500,129700,129900,130600,131100,131000,129600,128200,127000
104456,Good Hope,AL,Cullman,"Cullman, Cullman",Cullman,10060,102700,103200,104800,106800,108300,109100,109200,108900,109700,111200,112700,112300,110700,109300,108100,106900,108100,110700,113100,115100
25479,Lake View,AL,Tuscaloosa,"Tuscaloosa, Tuscaloosa",Tuscaloosa,10241,168600,168000,167200,165800,164800,164900,165900,166800,168300,170400,172200,172300,170600,169000,168700,168900,169200,169700,169800,169500
106333,Priceville,AL,Decatur,"Morgan, Decatur",Morgan,10268,130400,133400,138600,143200,146000,148900,151600,155300,156000,152500,149100,149100,149500,148500,147500,146900,145700,144500,144400,144900
104022,Edgewater,AL,Birmingham,"Jefferson, Birmingham",Jefferson,10279,42400,42100,42200,43300,45300,46200,45900,45800,46400,47000,47700,47800,47600,47700,48500,48800,48200,47200,47400,48100
51655,Dauphin Island,AL,Mobile,"Mobile, Mobile",Mobile,10284,219800,217700,216900,218500,221800,226200,231600,236300,237600,238200,239600,240500,239900,240200,239200,236500,236600,241300,244100,244300
53438,Mount Olive,AL,Birmingham,"Jefferson, Birmingham",Jefferson,10285,134100,135500,136700,137700,138300,138300,138200,138300,138800,139700,140800,141400,142100,142900,143600,143900,144000,144200,144000,143700
